,Date,Open,High,Close,Adj Close,Volume,compound,subjectivity,polarity,rsi,stocastic_oscillator,mfi,macd,ema,tema,vwap,obv,bbands_upper,bbands_lower,chaikin
208,2023-02-22,148.8699951171875,149.9499969482422,148.91000366210938,148.91000366210938,51011300,-0.8689,0.4158470418470417,0.1192154882154882,53.09148976,17.12328563,0.235528567,3.189897297,150.3002099,143.2862495,152.1388018,240396100,156.2957505,148.208535,-10526636.39
209,2023-02-23,150.08999633789062,150.33999633789062,149.39999389648438,149.39999389648438,48394200,0.0,0.4615072805981898,0.0609759937032664,53.96900216,21.91771005,0.178754073,2.849385388,150.1801811,143.8860594,152.2368826,288790300,156.3989862,147.9024402,-1397186.988
210,2023-02-24,147.11000061035156,147.19000244140625,146.7100067138672,146.7100067138672,55469600,0.0,0.4394505004799122,0.0771613190730837,48.59452266,9.330871218,0.150498417,2.335545054,149.7174912,144.4402532,151.690811,233320700,156.4615211,146.7270492,2528117.412
211,2023-02-27,147.7100067138672,149.1699981689453,147.9199981689453,147.9199981689453,44998500,-0.0258,0.4235328282828282,0.1038896103896104,50.96021028,20.73512556,0.145694971,2.002871232,149.4778254,144.9460711,151.4869704,278319200,156.5418867,146.1023982,-8712182.553
212,2023-02-28,147.0500030517578,149.0800018310547,147.41000366210938,147.41000366210938,50547000,0.4588,0.4842857142857142,0.2323544973544973,49.91748812,15.92839156,0.043690345,1.678721283,149.2021159,145.4016596,151.043997,227772200,156.0380324,145.5719683,-13816932.62
213,2023-03-01,146.8300018310547,147.22999572753906,145.30999755859375,145.30999755859375,55479000,0.0,0.5527056277056278,0.1891053391053391,45.76498071,2.650201923,0.038417261,1.238105066,148.6831668,145.8021951,150.5595414,172293200,156.2290343,144.4366805,-19739236.6
214,2023-03-02,144.3800048828125,146.7100067138672,145.91000366210938,145.91000366210938,52238100,0.7389,0.3560682110682111,0.1146954096954097,47.11855106,16.17062335,0.121519326,0.926647206,148.3134117,146.1476856,150.1329569,224531300,156.2848735,143.6722711,-328894.9895
215,2023-03-03,148.0399932861328,151.11000061035156,151.02999877929688,151.02999877929688,70732300,-0.2732,0.4924372294372293,0.1375772005772005,56.98423593,57.36122551,0.15453158,1.080500092,148.6756233,146.4521284,150.0778594,295263600,156.2872455,143.6727568,22037500.52
216,2023-03-06,153.7899932861328,156.3000030517578,153.8300018310547,153.8300018310547,87558000,-0.3472,0.2718531902879729,0.0303067632850241,61.24268287,79.88738211,0.015245859,1.412088778,149.3628738,146.7325455,150.3278263,382821600,156.2823172,143.6748274,-12969425.8
217,2023-03-07,153.6999969482422,154.02999877929688,151.60000610351562,151.60000610351562,56182000,0.34,0.3948339689411118,0.1695631914381914,56.44960265,61.94696132,-0.076243161,1.477896906,149.6611581,146.995234,150.2882218,326639600,155.9856506,143.7429238,-17592826.83
218,2023-03-08,152.80999755859375,153.47000122070312,152.8699951171875,152.8699951171875,47204800,0.0,0.4786490683229814,0.2336685958968568,58.44427676,72.16408282,-0.13306799,1.613923516,150.089003,147.2475426,150.0824837,373844400,155.2915512,144.0855937,-1773563.564
219,2023-03-09,153.55999755859375,154.5399932861328,150.58999633789062,150.58999633789062,53833600,-0.8271,0.4224647335423198,0.1329558516196447,53.68991846,53.95159276,-0.126815531,1.520224535,150.1558021,147.4887568,149.8211446,320010800,154.6431964,144.2882328,-13437806.32
220,2023-03-10,150.2100067138672,150.94000244140625,148.5,148.5,68572400,0.8044,0.270196158008658,0.0585037878787878,49.69882724,37.09679603,-0.208090842,1.262765803,149.9350285,147.7134248,149.5815737,251438400,154.0774569,144.2754004,-12876261.24
221,2023-03-13,147.80999755859375,153.13999938964844,150.47000122070312,150.47000122070312,84457100,0.0,0.3695906432748538,0.1652777777777778,53.22813288,52.98389091,-0.132011075,1.203813721,150.0063582,147.9229386,149.6821007,335895500,154.2459217,144.3912221,-826186.9737
222,2023-03-14,151.27999877929688,153.39999389648438,152.58999633789062,152.58999633789062,73695900,0.5267,0.453416149068323,0.1642080745341615,56.74533377,70.08061311,-0.099597374,1.313023938,150.3508433,148.1234696,149.9464036,409591400,154.7787822,144.3840749,15621992.93
223,2023-03-15,151.19000244140625,153.25,152.99000549316406,152.99000549316406,77167900,-0.6908,0.4894522144522145,0.072027972027972,57.39633112,73.30649101,-0.043867514,1.415533824,150.7027316,148.3199441,150.1840781,486759300,155.3205213,144.3551946,29712440.56
224,2023-03-16,152.16000366210938,156.4600067138672,155.85000610351562,155.85000610351562,76161100,0.7997,0.4905599776567519,0.0929461667364893,61.82073438,95.1433122,-0.000982102,1.707864595,151.3890349,148.52208,150.7873808,562920400,156.4812778,144.5001522,30155642.89
225,2023-03-17,156.0800018310547,156.74000549316406,155.0,155.0,98944600,0.5719,0.4572222222222222,0.0191111111111111,59.83197765,86.44856759,-0.022568169,1.849629076,151.8704969,148.7334338,151.3833098,463975800,157.2242141,144.7686448,-3557551.929
226,2023-03-20,155.07000732421875,157.82000732421875,157.39999389648438,157.39999389648438,73641400,0.9432,0.4579406704406705,0.0716058247308247,63.41104812,96.98266507,0.061248477,2.131072224,152.6077631,148.9610611,151.9531433,537617200,158.4024945,145.0175059,14095954.04
227,2023-03-21,157.32000732421875,159.39999389648438,159.27999877929688,159.27999877929688,73938300,0.0,0.3347334956709957,0.116707251082251,65.96903102,99.22583795,0.168947267,2.477262291,153.4973946,149.2126803,152.7735558,611555500,159.4514884,145.9642264,23519933.16
228,2023-03-22,159.3000030517578,162.13999938964844,157.8300018310547,157.8300018310547,75701800,0.5994,0.4556564320453209,0.0814213564213564,62.3485457,70.89805355,0.069260354,2.604593643,154.0750755,149.4881169,153.6289806,535853700,159.6313408,147.4872309,-20179063.77
229,2023-03-23,158.8300018310547,161.5500030517578,158.92999267578125,158.92999267578125,67622100,-0.1265,0.5010973370064279,0.2428191000918273,63.96426793,77.90772895,-0.020877874,2.762421253,154.7223978,149.7880543,154.2779813,603475800,160.6050575,147.6420848,-19973944.91
230,2023-03-24,158.86000061035156,160.33999633789062,160.25,160.25,59196500,0.7783,0.4304152637485971,0.2001122334455668,65.85769977,86.99243256,0.099842772,2.959894509,155.4594114,150.1141647,154.5678213,662672300,161.7840618,147.380223,7016352.163
231,2023-03-27,159.94000244140625,160.77000427246094,158.27999877929688,158.27999877929688,52390300,0.0,0.4184920634920634,0.1174603174603174,60.7292176,73.43426748,0.10062989,2.923727936,155.8354898,150.4608223,154.9350765,610282000,162.2927476,147.8258219,-12009857.61
232,2023-03-28,157.97000122070312,158.49000549316406,157.64999389648438,157.64999389648438,45992200,-0.0263,0.4252795815295815,0.1164953102453102,59.14305342,69.09837667,0.103346608,2.811816666,156.0774236,150.8210514,155.1557453,564289800,162.6398372,148.1615893,-1906377.532
233,2023-03-29,159.3699951171875,161.0500030517578,160.77000427246094,160.77000427246094,51305700,0.1027,0.4109040404040402,0.056520202020202,64.13851404,90.57126475,0.184576501,2.940983118,156.7031011,151.1961932,155.6154133,615595500,163.3330367,148.9226766,8508234.959
234,2023-03-30,161.52999877929688,162.47000122070312,162.36000061035156,162.36000061035156,49501700,0.0,0.3849665831244779,0.1251446324143692,66.39356736,99.25524321,0.263625303,3.135503742,157.4573543,151.589276,156.4179313,665097200,163.6345427,150.6011707,13911141.85
235,2023-03-31,162.44000244140625,165.0,164.89999389648438,164.89999389648438,68749800,0.5719,0.5068995859213249,0.2176863354037267,69.6742295,99.33682963,0.334480458,3.454794252,158.4497063,152.006488,157.5006239,733847000,164.6979362,151.5992047,22452849.09
236,2023-04-03,164.27000427246094,166.2899932861328,166.1699981689453,166.1699981689453,56976200,-0.6124,0.411293204150347,0.1477435923864495,71.18869479,99.26698135,0.354371798,3.766890641,159.4790785,152.4527066,158.4305978,790823200,166.0961392,152.141002,19474000.57
237,2023-04-04,166.60000610351562,166.83999633789062,165.6300048828125,165.6300048828125,46278300,0.9701,0.3750714855320117,0.169229608111187,69.59719324,92.0395283,0.273348775,3.925406688,160.299202,152.9273596,159.3631503,744544900,166.8631062,153.1797492,-5414810.392
238,2023-04-05,164.74000549316406,165.0500030517578,163.75999450683594,163.75999450683594,51511700,0.0,0.4239119303635432,0.1540354582693292,64.24108617,75.72891065,0.228006826,3.855691576,160.760641,153.4231351,160.0215306,693033200,167.2612616,153.9115922,-5852700.205
239,2023-04-06,162.42999267578125,164.9600067138672,164.66000366210938,164.66000366210938,45390100,0.4255,0.4519005994005994,0.1682885864135864,65.61273444,82.82118001,0.337303353,3.828927571,161.2805561,153.9352051,160.8013508,738423300,167.4791321,155.0737222,2636220.793
240,2023-04-10,161.4199981689453,162.02999877929688,162.02999877929688,162.02999877929688,47716900,0.0571,0.4824796390050627,0.1439997431946584,58.54554683,55.70904891,0.336893961,3.55452316,161.3804817,154.452187,161.2400389,690706400,167.429938,155.7843455,9537167.525
241,2023-04-11,162.35000610351562,162.36000061035156,160.8000030517578,160.8000030517578,47644200,0.2732,0.3800338325338325,0.0141488241488241,55.53295037,44.38312204,0.217331277,3.200907245,161.3030846,154.9622916,161.5125,643062200,167.4162948,156.0151322,-14096063.15
242,2023-04-12,161.22000122070312,162.05999755859375,160.10000610351562,160.10000610351562,50133100,0.7269,0.3531930415263749,0.04415544332211,53.83513626,37.93747831,0.277431702,2.831539951,161.1426741,155.4553103,161.6841774,592929100,167.2465991,156.5091142,-23549801.25
243,2023-04-13,161.6300048828125,165.8000030517578,165.55999755859375,165.55999755859375,68445600,0.1779,0.3838395863395863,0.1141558441558441,63.2683613,88.2136399,0.391639858,2.945436233,161.7316506,155.9372015,162.1316302,661374700,167.7659687,156.9368882,5588837.454
244,2023-04-14,164.58999633789062,166.32000732421875,165.2100067138672,165.2100067138672,49386500,0.34,0.4692049808429118,0.1600839055580435,62.38832344,84.99088828,0.329371943,2.97318549,162.1954314,156.4104128,162.5477893,611988200,168.1727213,157.2387079,-630386.2947
245,2023-04-17,165.08999633789062,165.38999938964844,165.22999572753906,165.22999572753906,41516200,0.0,0.408879669713003,0.1097621051787718,62.42047377,85.17494917,0.430552533,2.96263847,162.60004,156.8758848,162.9422524,653504400,168.2147963,158.1894897,5224211.602
246,2023-04-18,166.10000610351562,167.41000366210938,166.47000122070312,166.47000122070312,49923000,0.5994,0.3678197064989517,0.1324947589098532,64.45055092,88.33743516,0.402526365,3.019530691,163.1160348,157.336442,163.5416342,703427400,168.0490942,159.6151928,-4040109.709
247,2023-04-19,165.8000030517578,168.16000366210938,167.6300048828125,167.6300048828125,47720200,0.2263,0.3553237400459622,0.0841904494682272,66.28539737,93.67543591,0.396217377,3.122229666,163.7178975,157.7958198,164.0021457,751147600,168.5958174,160.0484697,2660928.388
248,2023-04-20,166.08999633789062,167.8699951171875,166.64999389648438,166.64999389648438,52456400,0.4939,0.4756493506493506,0.1239448051948052,63.31228643,81.98080089,0.334672395,3.088933347,164.1088437,158.2530951,164.3318132,698691200,168.9107379,160.3464054,-4819693.44
249,2023-04-21,165.0500030517578,166.4499969482422,165.02000427246094,165.02000427246094,58337300,0.1779,0.3171717171717171,0.079040404040404,58.604038,62.52986205,0.211882924,2.897617306,164.2303318,158.7028216,164.4506951,640353900,168.9219288,160.3523589,-15025741.85
250,2023-04-24,165.0,165.60000610351562,165.3300018310547,165.3300018310547,41949600,0.0,0.4300718294051628,0.1141184062850729,59.2250823,66.22911477,0.185416449,2.73943369,164.3769544,159.1414896,164.3895883,682303500,168.79743,160.3568581,-179162.4913
251,2023-04-25,165.19000244140625,166.30999755859375,163.77000427246094,163.77000427246094,48714100,0.4168,0.4533668618962735,0.1165497411085646,54.77187853,47.61340296,0.143756191,2.459837791,164.2960277,159.5626143,164.3073506,633589400,168.6406694,160.2479044,-18241012.87
252,2023-04-26,163.05999755859375,165.27999877929688,163.75999450683594,163.75999450683594,45498800,-0.3814,0.4354377104377104,0.2510942760942761,54.743435,47.49395476,0.114930737,2.211950335,164.2245566,159.9618047,164.3408673,588090600,168.6406694,160.2479044,-12221513.33
253,2023-04-27,165.19000244140625,168.55999755859375,168.41000366210938,168.41000366210938,64902300,0.3818,0.4348374619207953,0.0792618646785313,64.0764132,98.29164103,0.143898552,2.363470007,164.7826162,160.3473444,164.6473033,652992900,169.3814849,160.0428032,13433571.57
254,2023-04-28,168.49000549316406,169.85000610351562,169.67999267578125,169.67999267578125,55209200,0.0,0.6453125,0.1661458333333333,66.13076533,98.31168516,0.139583075,2.556557534,165.4355998,160.7273854,165.2066541,708202100,170.3186413,160.198503,18429673.25
255,2023-05-01,169.27999877929688,170.4499969482422,169.58999633789062,169.58999633789062,52472900,0.0,0.4464618714618714,0.1104541292041292,65.84341145,91.94001164,0.187255305,2.671523182,165.9895193,161.1063875,165.7821801,655729200,170.7555323,161.0173254,5093726.201
256,2023-05-02,170.08999633789062,170.35000610351562,168.5399932861328,168.5399932861328,48425700,0.4404,0.4786069122134694,0.1524199843871975,62.43470206,78.84824009,0.218182449,2.647390347,166.3295825,161.4839169,166.3395688,607303500,170.3233134,162.6552567,-6096658.944
257,2023-05-03,169.5,170.9199981689453,167.4499969482422,167.4499969482422,65136000,0.6369,0.4916666666666667,0.2071228154561488,59.01893547,57.26596912,0.058393932,2.51136189,166.4789711,161.8562845,166.7327113,542167500,170.4510124,162.7975576,-23206953.71
258,2023-05-04,164.88999938964844,167.0399932861328,165.7899932861328,165.7899932861328,81235400,-0.1154,0.4297276647565666,0.0871645230171242,54.15929813,36.82256197,0.057667778,2.243745435,166.3871074,162.2165218,166.7287304,460932100,170.4425322,162.888893,-8391090.067
259,2023-05-05,170.97999572753906,174.3000030517578,173.57000732421875,173.57000732421875,113316400,0.9856,0.416187345712139,0.1333478527900015,67.61732142,93.65221106,0.094858925,2.629132575,167.3448274,162.57827,167.6656972,574248500,172.3482458,162.1746097,17440279.43
260,2023-05-08,172.47999572753906,173.85000610351562,173.5,173.5,55962800,0.6705,0.3936182476943346,0.1003499670619236,67.42549786,93.04345172,0.138498819,2.895527812,168.1655171,162.9493119,168.1045078,518285700,173.7475581,161.7795829,15879838.87
261,2023-05-09,173.0500030517578,173.5399932861328,171.77000427246094,171.77000427246094,45326900,0.0,0.5270802808302808,0.1646321733821734,62.69240359,78.00001061,0.059524527,2.933239203,168.6461154,163.3292821,168.3913522,472958800,174.3869517,161.7316178,-8739520.448
262,2023-05-10,173.02000427246094,174.02999877929688,173.55999755859375,173.55999755859375,53724500,0.296,0.4343252426585759,0.1194635611302278,65.3988682,93.56516962,0.099143101,3.072149425,169.3012997,163.7208511,168.8074439,526683300,175.4189002,161.6868127,3428285.637
